0.56402,0.79573,0.71037,0.82927,0.86585,0.8811,0.96341,1,0.9939,1,1
0.44512,0.55793,0.76829,0.89939,0.91768,0.87195,0.89024,0.91463,1,1,1
0.26524,0.80183,0.8872,0.72866,0.89939,0.96037,0.92683,1,0.97866,0.98476,1
0.56098,0.3811,0.44207,0.67988,0.92988,0.95122,0.87805,1,1,1,0.95732
0.15244,0.74085,0.59451,0.80793,0.94207,0.82927,0.96037,0.9939,1,1,1
0.28049,0.42683,0.95122,0.82622,0.8872,0.95732,0.90854,0.98171,0.91463,1,1
0.61585,0.69817,0.17683,0.87805,0.79268,0.95427,0.93598,0.97561,0.96037,1,1
0.21951,0.45122,0.6311,0.89634,0.83232,0.91463,0.8811,1,1,0.98171,1
0.28049,0.77134,0.46037,0.72256,0.75305,0.93293,0.90549,1,0.99695,1,1
0.18598,0.47256,0.8628,0.6128,0.67988,0.92683,0.89634,0.94207,1,1,1
0.57317,0.65244,0.4878,0.68902,0.85671,0.72866,0.8872,0.97561,0.9939,1,1
0.61585,0.43598,0.60061,0.93293,0.66463,0.85366,0.97256,0.97256,0.99085,1,1
0.23171,0.78659,0.51524,0.67378,0.64634,0.90549,0.95732,0.95427,1,1,1
0.21951,0.85976,0.67073,0.7622,0.83841,0.89329,0.9939,0.98171,1,0.99085,0.99695
0.18598,0.69512,0.4939,0.92378,0.89939,0.94512,0.97256,0.98476,0.98171,1,1
0.44817,0.60671,0.4878,0.9878,0.91159,0.86585,1,0.96341,0.94512,0.98476,1
0.45732,0.33841,0.625,0.8872,0.50915,0.83537,0.92378,0.9939,0.99085,1,1
0.30183,0.60366,0.44817,0.76524,0.6189,0.90549,0.98476,1,0.96951,0.99695,1
0.19817,0.6128,0.80488,0.82317,0.89634,0.8811,0.95122,1,0.9939,1,1
0.27744,0.7561,0.73476,0.75305,0.625,0.84756,0.96951,0.99085,1,1,1
0.49085,0.3689,0.64939,0.59756,0.95427,0.85366,0.84451,1,1,1,1
0.33232,0.81402,0.72561,0.79878,0.875,0.94207,0.93902,0.96646,0.95122,1,1
0.44512,0.5,0.76829,0.85061,0.8811,0.82927,0.95427,1,1,0.97561,1
0.45732,0.77134,0.77439,0.95732,0.82927,0.74695,0.89634,0.99085,1,1,1
0.42683,0.625,0.82317,0.75305,0.88415,0.84756,0.99085,1,0.98476,0.99085,1
0.34451,0.62805,0.82317,0.82012,0.99695,0.85061,0.95122,1,1,1,1
0.56098,0.58232,0.73171,0.72866,0.90854,0.83232,0.93902,1,1,1,1
0.051829,0.6372,0.7622,0.87805,0.77439,0.83537,0.91159,0.99695,0.9878,0.9939,1
0.1311,0.71646,0.7439,0.76524,0.89634,0.87195,0.93902,1,0.91463,1,0.9939
0.39024,0.3628,0.625,0.68293,0.77439,0.87805,0.90854,0.95427,1,1,1
0.27744,0.33232,0.58232,0.79573,0.89939,0.77134,0.92683,1,1,0.9939,1
0.26524,0.30793,0.70732,0.89024,0.79573,0.84451,0.99085,0.98171,0.94512,1,1
0.13415,0.69817,0.73171,0.77439,0.65854,0.94207,0.98476,1,0.98476,0.99695,1
0.17073,0.52134,0.6372,0.84146,0.77134,0.89634,0.94207,0.9878,0.98171,1,1
0.27134,0.59146,0.77134,0.85061,0.90244,0.83841,0.98171,1,0.98171,1,1
0.43598,0.72256,0.7561,0.67073,0.75,0.89024,0.81707,1,0.9878,1,1
0.46037,0.45427,0.89634,0.80183,0.93598,0.85366,0.97256,1,0.99085,1,1
0.20427,0.45122,0.65549,0.89024,0.82622,0.76829,0.96037,1,1,1,1
0.46037,0.80793,0.72561,0.76829,0.85671,0.81098,1,0.94207,0.99085,1,1
0.088415,0.51829,0.7561,1,0.8628,0.84451,0.94512,0.9878,0.93598,1,1
0.20732,0.7378,0.7439,0.87195,0.80183,0.90549,1,1,1,0.99695,1
0.18293,0.54878,0.84756,0.80488,0.91463,0.93598,0.89634,1,1,0.9878,1
0.45427,0.58232,0.78354,0.90244,0.93598,0.97256,0.98171,0.99085,1,0.99695,1
0.18293,0.77439,0.82622,0.85061,0.60061,0.94817,0.99695,1,0.98476,1,1
0.25,0.55183,0.66768,0.85366,0.79573,0.80793,0.97256,0.93293,0.9939,0.9878,1
0.79268,0.68598,0.2622,0.79573,0.8872,0.94207,1,0.99085,0.99695,0.99695,1
0.033537,0.47866,0.77439,0.77744,0.8689,0.87195,0.88415,0.9878,1,0.99085,1
0.24085,0.64939,0.65549,0.78049,0.8872,0.91159,0.93293,0.9939,1,0.9939,1
0.1372,0.53049,0.48476,0.89329,0.95122,0.8689,0.97256,1,0.97561,1,1
0.45732,0.55793,0.4878,0.74695,0.91463,0.85366,0.96951,0.9878,0.93598,1,1
0.34756,0.52439,0.73171,0.79573,0.85976,0.8628,0.99695,1,1,0.99695,1
0.28049,0.7439,0.43902,0.70732,0.68598,0.8628,0.93293,1,0.96646,1,1
0.53659,0.73171,0.82317,0.77439,0.87195,0.84146,0.98171,0.9939,0.98171,1,1
0.40244,0.56098,0.6311,0.80183,0.84146,0.88415,1,0.97561,0.95732,0.9878,1
0.21341,0.47256,0.67683,0.7439,0.87805,0.83841,0.79878,1,0.99085,0.99695,1
0.45427,0.70732,0.75915,0.78049,0.76524,0.85671,0.93293,1,0.94512,1,1
0.091463,0.3628,0.66463,0.68902,0.875,0.8628,0.89939,0.94512,1,1,1
0.79573,0.5122,0.41768,0.60061,0.91768,0.84756,0.93598,1,1,1,1
0.32317,0.71646,0.88415,0.89329,0.83537,0.89939,0.89634,0.98476,0.96037,1,1
0.56402,0.64329,0.79573,0.76829,0.76829,0.89024,0.96341,0.91463,1,0.96341,1
0.18293,0.54878,0.67073,0.82927,0.74085,0.91159,0.85061,0.99695,0.94512,1,1
0.31402,0.32927,0.71646,0.85366,0.84146,0.80793,0.94207,1,0.99695,1,1
0.21341,0.42683,0.83841,0.83841,0.85366,0.94207,0.95732,0.9939,0.97866,1,1
0.34756,0.28659,0.6372,0.80488,0.8689,0.56707,0.97256,0.99695,0.97256,1,1
0.30183,0.70427,0.67683,0.98476,0.92683,0.81098,0.89329,0.97256,0.98476,0.99695,1
0.37805,0.7378,0.74695,0.74085,0.88415,0.78659,0.9878,1,1,1,1
0.54268,0.66768,0.75,0.74085,0.92988,0.80488,0.8872,1,0.9939,1,1
0.35976,0.41159,0.4939,0.87195,0.875,0.93293,1,0.96341,0.9878,1,1
0.097561,0.44512,0.67683,0.70732,0.89634,0.87805,0.90549,0.95732,0.99085,1,1
0.46646,0.53963,0.81707,0.92073,0.73476,0.76829,0.9939,1,1,1,1
0.16463,0.33537,0.73171,0.56707,0.70122,0.91768,0.91463,1,0.97866,0.99695,1
0.33841,0.47866,0.43293,0.82012,0.80793,0.84451,0.82012,0.95427,1,1,1
0.15244,0.6189,0.91159,0.69817,0.85976,0.76524,0.96037,0.82012,0.9878,1,1
0.47866,0.62805,0.39939,0.8628,0.75,0.76524,0.99085,0.95122,1,0.95732,1
0.38415,0.80488,0.82927,0.92378,0.93598,0.88415,0.95732,1,0.96951,1,1
0.14939,0.60976,0.67073,0.87805,0.85366,0.8628,0.93293,0.93902,0.98171,1,1
0.71341,0.56402,0.74695,0.96037,0.71951,0.89939,0.95427,0.96951,0.99695,0.99085,1
0.3872,0.51524,0.50305,0.90854,0.87195,0.78659,1,1,1,1,1
0.5,0.71037,0.77134,0.84451,0.75,0.85671,0.96951,0.97866,0.9939,1,1
0.3628,0.64329,0.61585,0.83232,0.99085,0.85366,0.92683,0.97561,0.99695,0.97256,1
0.3689,0.29268,0.6128,0.74695,0.82927,0.7378,0.97256,0.9878,0.99695,1,1
0.4878,0.70732,0.71037,0.73171,0.97256,0.81707,0.87805,0.97866,1,1,1
0.47561,0.40854,0.89329,0.92988,0.96037,0.84756,0.8689,0.91463,1,1,1
0.53354,0.45427,0.88415,0.60671,0.91463,0.83537,0.95732,0.99695,0.97256,0.96951,1
0.31098,0.70122,0.89329,0.59756,0.85671,0.91463,0.95732,0.91463,0.9939,0.97256,1
0.52439,0.26829,0.67683,0.71646,0.76829,0.97561,0.8628,1,0.9939,1,1
0.015244,0.60061,0.89939,0.92073,0.60366,0.8811,0.9939,0.98171,1,0.98171,1
0.18598,0.46951,0.37805,0.8628,0.95122,0.8628,1,0.98476,0.97866,1,1
0.74695,0.29878,0.42988,0.91159,0.92683,0.96037,0.93293,0.96951,0.99695,1,1
0.35061,0.57012,0.80183,0.90244,0.83841,0.87805,0.94207,0.96646,1,0.9939,1
0.52744,0.7622,0.79878,0.67683,0.85671,0.98171,0.78049,1,1,1,1
0.74085,0.34756,0.77439,0.82927,0.7439,0.92683,0.9878,1,0.98476,1,1
0.57622,0.35061,0.77744,0.66463,0.78049,0.79573,0.86585,0.8872,0.8811,0.99085,1
0.31098,0.72561,0.61585,0.94817,0.95122,0.86585,0.96646,1,1,1,1
0.14329,0.59451,0.73171,0.90244,0.89024,0.92683,0.96341,0.99695,1,1,1
0.064024,0.56402,0.50305,0.7439,0.77134,0.87195,0.95122,0.9939,0.9878,0.98171,1
0.43598,0.57927,0.49085,0.97256,0.80183,0.90549,1,0.98171,1,0.99695,1
0.29878,0.81707,0.63415,0.91159,0.91768,0.86585,0.92683,1,1,1,1
0.2378,0.3628,0.69512,0.7622,0.68902,0.94817,1,1,1,1,1
0.14939,0.69817,0.65549,0.7378,0.94817,0.7439,0.9878,0.96341,0.98476,0.99085,1
-3.1429,-6.6429,-3.5,-12.714,-8.6786,-12.25,-11.607,-18.893,-16.143,-19.857,-19.857
-0,-6.75,-4.1429,-7.5714,-8.9286,-12.857,-9.3571,-12.357,-17.071,-18.5,-20.357
-0.82143,-2.5714,-2.6786,-5.25,-8.1071,-14.25,-13.179,-16.429,-10.25,-19.607,-20.036
-1.4286,-3.5357,-4.75,-10.071,-5.9286,-4.3571,-10,-15.071,-13.286,-19.536,-18.679
-0.071429,-1.9643,-3.1786,-5.7857,-3.6071,-6.1071,-17.357,-14.429,-18.071,-16.929,-20.143
-3.0714,-2.5714,-5.8214,-7.1429,-7.8571,-11.643,-17.036,-16.714,-11.5,-20.286,-18
-3.6429,-2.7143,-5.0714,-7.6071,-4.8571,-13.5,-9.8929,-18.107,-18.5,-19.071,-19.75
-0,-5.0714,-2.7857,-10.857,-1.4643,-10.857,-6,-19.857,-15.036,-17.321,-19.929
-1.5,-7.6429,-3.9286,-12.25,-10.571,-13.214,-12.607,-16.5,-19.179,-20.036,-20.25
-0,-3.2857,-3.8571,-4.7857,-7.9286,-5.7857,-11.536,-17.393,-18.321,-18.107,-19
-0.035714,-3.6071,-2.0357,-6.8929,-9.3214,-8.6786,-12.607,-18.5,-16.607,-17.786,-19.964
-1.8929,-1.3214,-0.67857,-8.5,-6.1786,-6.6786,-17.179,-15.179,-17.857,-16.643,-20.286
-0.71429,-2.5714,-5.3214,-6,-4.9643,-8.0714,-13.357,-13.929,-16.643,-18.464,-19.214
-2.75,-7.7143,-3.5357,-8.9643,-12.821,-12.464,-11.107,-12.107,-18.357,-18,-19.071
-1.9643,-3.4286,-6.8929,-6.6786,-4.8571,-8.3571,-7.9286,-19.929,-14.857,-19.036,-20.143
-1.2857,-4.4643,-1.1786,-12.714,-8.25,-7.75,-15.929,-13.607,-14.679,-18.643,-19.679
-3.1071,-9.5357,-6.5714,-8,-3.4643,-7.2143,-12.071,-15.286,-14.964,-19.75,-20.393
-6.6786,-6.0714,-3.9286,-5.0357,-2.1786,-7.2857,-14.607,-15.143,-13.714,-17.679,-19.429
-0,-3.25,-3.8929,-7.5357,-12.643,-11.571,-10.679,-17.607,-18.536,-19.821,-16.429
-1.5,-3.5357,-8.4286,-7.5,-4.9643,-7.8214,-8.0714,-17.321,-18.786,-18.786,-18.571
-1.5357,-0,-2.1429,-3.8214,-7.1429,-15.429,-10.464,-18,-17.821,-18,-20.286
-1.3571,-1.1071,-8.5714,-7.8214,-11.107,-7.3929,-12.893,-15.036,-11.964,-18.571,-18.679
-4.1429,-5.0714,-3.6429,-9.4643,-8.6786,-5.5357,-14.75,-17,-15.393,-15,-18.107
-0.57143,-9.3571,-8.3929,-9.3214,-9.3214,-10.107,-9.9286,-15.857,-16.107,-19.214,-20.071
-1.6071,-2.6786,-4.0357,-4.5714,-4.4286,-14.464,-14.643,-19.75,-17.643,-19.786,-19.607
-2.7143,-3.7143,-8.8214,-4.9643,-15.643,-11.25,-12.857,-19.357,-14.929,-16.964,-19.286
-2.4286,-0,-9.7857,-2.3929,-8.1071,-10.179,-17.071,-17.679,-18.75,-18.357,-17.821
-0.10714,-7.0357,-4.5,-11.821,-3.6071,-9.5714,-9.2143,-17.607,-17.25,-16.571,-20.25
-0,-3.8929,-3.5714,-5.6071,-4.0357,-12.643,-14.179,-10.75,-12.679,-19.857,-20.071
-0.42857,-2.7857,-3.8214,-3.4643,-7.25,-11.143,-6.4643,-16.821,-17.429,-18.607,-20.143
-0.071429,-2.7857,-5.5714,-8.9286,-11.071,-10.25,-10.893,-18.679,-18.357,-19.214,-19.429
-0.53571,-0.82143,-1.2857,-7.7143,-6.1071,-3.7143,-11.714,-15.536,-14.143,-18.179,-20.179
-0,-3.4643,-2.25,-3.8571,-4.25,-9.2143,-10,-18.964,-19.679,-20.036,-18.357
-0.75,-6.0714,-3.7143,-8.6071,-2.8214,-9.25,-15.821,-17.107,-10.893,-18.786,-19.429
-0.17857,-4.75,-5.7143,-8.3214,-16.464,-11.429,-13.107,-16.464,-18.179,-19.857,-19.964
-0.53571,-2.6429,-8,-3.8571,-5.1786,-6.6071,-13.286,-18.321,-16.071,-18.036,-19.286
-3.1071,-1.5357,-5.1786,-6.9286,-10.964,-5.8929,-7.3929,-15.464,-16.25,-19.714,-20.286
-3.8571,-3.6429,-6.6071,-3.9643,-8.0357,-11.857,-14.393,-18.857,-15.536,-18.179,-19.821
-3.75,-3.9643,-3,-7.5357,-7.8929,-9.7143,-16.321,-16.714,-12.214,-18.464,-17.714
-0,-0.14286,-7.6429,-6.6071,-9.0714,-8.75,-13.607,-19.357,-17.143,-19.179,-17.607
-0.96429,-3.6786,-5.4286,-4.3929,-8.3214,-5.4643,-14.607,-18.214,-17.536,-17.321,-19.643
-0.82143,-4.1786,-4.9286,-3.4286,-10.107,-11.357,-12.786,-17.464,-14.536,-15.643,-18.964
-0.14286,-3.3571,-3.9643,-9.1786,-9.5714,-10.607,-13.536,-16.536,-18.25,-17.107,-20.071
-3.1071,-0.071429,-3.5357,-6.2857,-7.6429,-15.536,-15.25,-15.25,-16.929,-15.536,-19.75
-0,-1.8571,-6.3571,-7.7143,-3,-7.5357,-14.036,-17,-19.107,-14.857,-18.75
-1.4286,-3.8571,-2.1071,-3.2857,-9.8571,-8.3929,-14.286,-19.429,-16.857,-20,-19.321
-0,-2.5357,-2.4286,-12.393,-3.8214,-9.3214,-11.75,-12,-17.357,-19.571,-20.286
-0,-2.75,-5.3929,-7.25,-4.4643,-8.25,-12.821,-16.607,-18,-19.464,-19.964
-0.21429,-2.3929,-1.5,-6.5714,-10.393,-10.25,-15.429,-17.607,-15.464,-18.5,-20.036
-2.7857,-1.3571,-7.25,-6.5,-5.3571,-13.036,-12.929,-14.75,-16.321,-19.214,-19.857
-0,-5.1786,-2.75,-7.5357,-7.5714,-13.179,-11.321,-18.071,-17.643,-18.607,-17.643
-2.1071,-2.0714,-3.1786,-7.3571,-3.5,-5.8929,-12.893,-19.929,-19.643,-19.857,-19.929
-1.9643,-4.7143,-6.6071,-9.1786,-10.321,-11.679,-9.0357,-14.464,-13.214,-19.5,-19.107
-2.0357,-3.1071,-3.75,-9,-5.1071,-13.107,-8.6429,-17.75,-15.179,-14.25,-19.893
-3.25,-6.2143,-1.5,-4.8571,-6.5714,-11.036,-6.3214,-15.321,-11.75,-19.143,-20.321
-2.3571,-6.1429,-2.8571,-5.4643,-6.0714,-6.3214,-12.179,-17.321,-12.643,-18.75,-19.214
-1.8929,-0.5,-2.7857,-5.8571,-9.75,-8.6786,-7.6786,-14.071,-18.857,-15.714,-20.071
-2.1429,-2.4286,-8.0714,-6.6786,-13.429,-15.107,-14.393,-19.571,-17.036,-19.929,-19.5
-4.1071,-6.5357,-3.5,-10.857,-4.9643,-5.9286,-12.786,-17.643,-15.571,-19.714,-19.964
-2.8214,-3.3214,-2.4643,-5.3214,-5.5357,-7.25,-11,-14.679,-18.893,-15.321,-20.179
-0,-3.6071,-6.5,-7.6071,-8.1786,-11.357,-11.429,-17.75,-13.179,-19.393,-19.714
-1.2143,-3.1786,-4.4643,-2.75,-9.0357,-7.6071,-12,-20,-17.429,-19.179,-19.857
